name,specialty,url,image_url,qualifications,address,phonenumber,about,approx_lat,approx_long
Deepti Anbarasan,"Epilepsy, Neurology, Psychiatry, Neurology and Psychiatry",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=82,https://www.nychealthandhospitals.org/doctors/anbarasan-deepti/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Deepti Anbarasan, holding a MD degree, is specialized in Epilepsy, Neurology, Psychiatry, Neurology and Psychiatry.",40.740697711294224, -73.97655111544566
Carl D. Ansevin,"Clinical Neurophysiology, Neurology",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=82,https://www.nychealthandhospitals.org/doctors/ansevin-carl-d/,MD,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Carl D. Ansevin, holding a MD degree, is specialized in Clinical Neurophysiology, Neurology.",40.85678904770097,-73.84800662372747
Brian J. Anziska,Neurology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=82,https://www.nychealthandhospitals.org/doctors/anziska-brian-j/,MD,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Brian J. Anziska, holding a MD degree, is specialized in Neurology.",40.65690226497262, -73.94471827057305
Yaacov Anziska,"Clinical Neurophysiology, Internal Medicine, Neurology, Neuro Physiology",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=82,https://www.nychealthandhospitals.org/doctors/anziska-yaacov/,MD,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Yaacov Anziska, holding a MD degree, is specialized in Clinical Neurophysiology, Internal Medicine, Neurology, Neuro Physiology.",40.65690226497262, -73.94470754173722
Sharon J. Atkinson,"Neurology, epilepsy",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=82,https://www.nychealthandhospitals.org/doctors/atkinson-sharon-j/,MD,"NYC Health + Hospitals/Queens
82-68 164th Street
Queens, New York 11432",1-844-692-4692,"Sharon J. Atkinson, holding a MD degree, is specialized in Neurology, epilepsy.",40.7173363892582,-73.80439998009241
Felipe A. Ayala,"Neurology, Vascular Neurology, Neurology Vascular",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=82,https://www.nychealthandhospitals.org/doctors/ayala-felipe-antonio/,MD,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Felipe A. Ayala, holding a MD degree, is specialized in Neurology, Vascular Neurology, Neurology Vascular.",40.74507828043883,-73.88579510549388
Mina Azer,Physician Assistant,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=82,https://www.nychealthandhospitals.org/doctors/azer-mina/,PA,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Mina Azer, holding a PA degree, is specialized in Physician Assistant.",40.74508640883027, -73.88578437665805
Seema Aziyakath Shavro,Family Nurse Practitioner,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=82,https://www.nychealthandhospitals.org/doctors/aziyakath-shavro-seema/,NP,"NYC Health + Hospitals/Lincoln
234 East 149th Street
Bronx, NY 10451",1-844-692-4692,"Seema Aziyakath Shavro, holding a NP degree, is specialized in Family Nurse Practitioner.",40.81608826763521,-73.9247614276996
Laura J. Balcer,Neurology,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=82,https://www.nychealthandhospitals.org/doctors/balcer-laura-j/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Laura J. Balcer, holding a MD degree, is specialized in Neurology.",40.739917329696695,-73.97586446995284
Karen R. Ballaban-Gil,"Epilepsy, Neurology Child, Neurology, Pediatric General",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=82,https://www.nychealthandhospitals.org/doctors/ballaban-gil-karen-r/,MD,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Karen R. Ballaban-Gil, holding a MD degree, is specialized in Epilepsy, Neurology Child, Neurology, Pediatric General.",40.856805277145504,-73.84799589489165
Melanie B. Aure,Physician Assistant,https://www.nychealthandhospitals.org/doctors/?specialty=118,https://www.nychealthandhospitals.org/doctors/aure-melanie-baleva/,PA,"NYC Health + Hospitals/Queens
82-68 164th Street
Queens, New York 11432",1-844-692-4692,"Melanie B. Aure, holding a PA degree, is specialized in Physician Assistant.",40.7173363892582, -73.80439998009241
Nitin Barman,"Cardiovascular Disease, Interventional Cardiology, Internal Medicine",https://www.nychealthandhospitals.org/doctors/?specialty=118,https://www.nychealthandhospitals.org/doctors/barman-nitin/,MD,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Nitin Barman, holding a MD degree, is specialized in Cardiovascular Disease, Interventional Cardiology, Internal Medicine.",40.74508640885412,-73.88576291908096
Kalayaan Fe S. Becerra,"Adult-Gerontology Nurse Practitioner, Adult, Cardiovascular, Nurse Practitioner Adult Health",https://www.nychealthandhospitals.org/doctors/?specialty=118,https://www.nychealthandhospitals.org/doctors/becerra-kalayaan-fe-sano/,NP,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Kalayaan Fe S. Becerra, holding a NP degree, is specialized in Adult-Gerontology Nurse Practitioner, Adult, Cardiovascular, Nurse Practitioner Adult Health.",40.745094537220695, -73.88575219015057
Mervin David,"Nurse Practitioner Adult Health, Adult Health",https://www.nychealthandhospitals.org/doctors/?specialty=118,https://www.nychealthandhospitals.org/doctors/david-mervin/,NP,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Mervin David, holding a NP degree, is specialized in Nurse Practitioner Adult Health, Adult Health.",40.745094537220695,-73.88578437665805
Frida Davydov,Physician Assistant,https://www.nychealthandhospitals.org/doctors/?specialty=118,https://www.nychealthandhospitals.org/doctors/davydov-frida/,PA,"NYC Health + Hospitals/Queens
82-68 164th Street
Queens, New York 11432",1-844-692-4692,"Frida Davydov, holding a PA degree, is specialized in Physician Assistant.",40.7173363892582,-73.80442143776406
